"Innvandrere, etter region, kjønn, landbakgrunn, tid  og  statistikkvariabel"

" ";" ";"Europa unntatt Tyrkia";4;30;30;32;33;37;46;48;59;65;150;81;45;48;51;53;117;126;109;77;72;76;77;80;74;87;102;119;146;165;172;187;191
" ";" ";"Afrika";0;0;0;0;0;0;9;11;15;24;21;7;4;4;5;7;8;7;7;4;6;6;6;6;6;8;4;8;7;7;8;9;13
" ";" ";"Asia med Tyrkia";0;0;3;3;3;4;8;9;17;14;10;8;3;4;4;7;10;10;9;15;17;19;11;15;20;28;30;27;34;35;40;40;57
" ";" ";"Nord-Amerika";3;4;3;3;3;3;3;3;3;4;5;4;3;4;4;3;3;3;5;5;6;6;4;3;3;3;3;4;4;4;4;4;4
" ";" ";"Sør- og Mellom-Amerika";0;0;0;0;0;0;3;0;0;3;3;3;0;0;0;0;0;3;3;3;0;0;0;3;4;0;3;3;3;3;3;3;3
" ";" ";"Oseania";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";"Statsløse";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";"Uoppgitt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Hobøl"
" ";"Kvinner"
" ";" ";"Europa unntatt Tyrkia";13;27;31;29;30;28;30;28;31;34;35;38;39;49;54;59;59;70;69;76;78;82;83;94;105;127;136;153;185;202;223;227;247
" ";" ";"Afrika";0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;4;7;7;9;7;20;14;14;8;13;14;15;13;20;23;18
" ";" ";"Asia med Tyrkia";0;0;0;3;3;4;7;11;14;13;17;15;11;13;12;14;18;17;19;22;30;35;39;38;51;57;49;49;54;49;71;74;73
" ";" ";"Nord-Amerika";0;0;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;3;3;4;4;3;6;6;3;3;3;4;5;5;5;5;6
" ";" ";"Sør- og Mellom-Amerika";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;5;3;3;0;0;0;5;3;4;4;4;6;8;9
" ";" ";"Oseania";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";"Statsløse";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";"Uoppgitt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Vestby"
" ";"Kvinner"
" ";" ";"Europa unntatt Tyrkia";45;108;112;122;120;123;130;121;128;133;139;139;154;155;160;177;220;232;238;228;233;252;264;282;296;306;325;366;404;436;472;502;555
" ";" ";"Afrika";3;3;3;5;6;7;9;4;5;3;3;4;3;3;3;5;10;8;13;18;30;27;39;51;50;64;64;78;92;101;106;103;97
" ";" ";"Asia med Tyrkia";0;6;39;47;52;63;75;82;75;77;74;77;78;75;80;73;90;90;92;102;106;107;120;137;176;200;214;226;240;264;275;277;313
" ";" ";"Nord-Amerika";5;9;11;12;12;12;11;14;10;12;10;11;8;11;10;13;11;11;9;10;10;11;11;13;11;12;12;13;14;14;14;14;15
" ";" ";"Sør- og Mellom-Amerika";0;0;5;6;6;6;6;6;8;8;9;8;12;14;16;18;19;21;20;26;29;34;33;35;36;35;35;37;38;40;38;40;36
" ";" ";"Oseania";0;0;0;3;5;3;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";"Statsløse";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";"Uoppgitt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ski"
" ";"Kvinner"
" ";" ";"Europa unntatt Tyrkia";147;237;263;276;286;290;290;294;288;296;321;351;361;366;424;448;462;466;497;529;560;572;587;589;645;656;688;763;818;865;933;972;1044
" ";" ";"Afrika";3;5;7;8;8;7;8;8;11;13;14;14;22;24;23;29;29;34;36;57;63;71;81;98;105;120;131;143;154;167;177;185;219
" ";" ";"Asia med Tyrkia";3;46;53;54;62;66;76;71;78;88;106;106;116;137;151;174;203;212;245;275;310;333;372;411;425;451;496;530;549;565;583;596;625
" ";" ";"Nord-Amerika";18;22;29;30;28;34;34;32;30;29;26;28;29;29;28;27;25;26;22;28;28;26;22;22;22;20;19;19;21;23;23;26;28
" ";" ";"Sør- og Mellom-Amerika";0;3;3;3;5;16;26;33;30;28;35;32;34;36;38;35;34;36;40;40;36;34;36;41;39;41;46;54;57;59;61;59;64
