Innvandrere, etter region, kjønn, landbakgrunn, tid  og  statistikkvariabel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;1970;1980;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
 ; ; ;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere
 ; ;Uoppgitt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spydeberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;Menn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ;Europa unntatt Tyrkia;22;33;41;45;44;44;41;39;37;36;38;50;53;42;40;37;43;45;49;48;45;43;51;59;77;107;102;116;131;162;176;185;199
 ; ;Afrika;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;5;7;6;6;5;3;6;10;15;26;48;39
 ; ;Asia med Tyrkia;0;8;3;3;3;6;14;15;18;25;19;17;17;15;15;16;20;25;21;19;28;30;32;34;37;37;39;45;47;55;73;76;115
 ; ;Nord-Amerika;3;3;0;3;3;0;0;0;3;3;3;0;0;3;3;3;3;0;0;0;3;3;3;3;3;3;3;0;0;0;3;3;0
 ; ;Sør- og Mellom-Amerika;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;5;4;4;7;6;4;3;3;4;4;3;6;5;6;7;6
 ; ;Oseania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
 ; ;Statsløse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;Uoppgitt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Askim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;Menn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ;Europa unntatt Tyrkia;146;195;220;222;222;224;227;220;229;227;225;235;245;241;241;259;269;275;284;297;326;329;358;387;427;462;529;559;612;659;700;705;712
 ; ;Afrika;3;4;3;4;6;6;8;10;13;15;10;11;9;10;10;11;14;18;25;29;29;41;48;44;43;53;57;60;62;70;65;76;73
 ; ;Asia med Tyrkia;0;29;58;71;83;98;130;143;153;153;174;176;167;174;170;168;183;192;203;254;259;281;279;288;298;322;348;341;362;362;377;394;432
 ; ;Nord-Amerika;7;6;3;3;3;3;3;3;3;3;3;3;3;3;5;6;7;7;8;7;7;7;6;8;8;7;9;6;7;7;8;7;7
 ; ;Sør- og Mellom-Amerika;4;7;10;10;7;8;10;12;12;11;11;10;8;8;9;11;15;19;27;28;25;23;23;20;19;23;24;20;23;24;30;32;33
 ; ;Oseania;0;0;0;0;0;0;0;0;0;0;3;3;0;0;3;3;3;0;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3
 ; ;Statsløse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;Uoppgitt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eidsberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;Menn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ;Europa unntatt Tyrkia;44;67;66;61;55;56;59;59;60;57;60;72;74;82;93;102;154;158;158;169;169;183;182;204;227;278;341;381;425;482;527;531;577
 ; ;Afrika;0;3;3;3;0;0;3;0;3;0;0;0;0;0;0;11;11;19;13;11;11;21;22;21;25;28;33;36;49;53;67;75;72
 ; ;Asia med Tyrkia;3;11;17;15;14;30;22;21;25;23;17;18;19;23;26;38;37;62;73;84;81;89;89;93;106;112;119;135;137;151;155;151;156
